timestamp,steam,condensate,steam_diff,condensate_diff,deltaT,stall_severity,stall_score,stress_severity,stress_score
2025-10-10 00:01:00,120.42261994327053,98.58940212400162,-0.05341695020221948,-1.713926424674355,21.83321781926891,,,,
2025-10-10 00:02:00,119.44235577872303,99.86505127491475,-0.9802641645475063,1.2756491509131251,19.57730450380828,,,,
2025-10-10 00:03:00,120.38636676794864,102.34507830383193,0.9440109892256174,2.4800270289171777,18.041288464116718,,,,
2025-10-10 00:04:00,121.0152639689481,100.98987207911348,0.6288972009994609,-1.3552062247184438,20.025391889834623,,,,
2025-10-10 00:05:00,120.8351663663263,100.24784616503834,-0.18009760262179952,-0.7420259140751426,20.587320201287966,,,,
2025-10-10 00:06:00,120.20846322505405,101.43157394749419,-0.6267031412722588,1.183727782455847,18.77688927755986,,,,
2025-10-10 00:07:00,119.11131377379955,93.11507725720209,-1.097149451254495,-8.316496690292098,25.996236516597463,,,,
2025-10-10 00:08:00,119.44653050792849,98.67696724067872,0.3352167341289345,5.561889983476632,20.769563267249765,,,,
2025-10-10 00:09:00,117.66805815258283,98.39356611983742,-1.7784723553456558,-0.28340112084130453,19.274492032745414,,,,
2025-10-10 00:10:00,120.31135803306607,95.89335077770686,2.643299880483241,-2.5002153421305593,24.418007255359214,,,,
2025-10-10 00:11:00,117.87155097597365,100.94576362119271,-2.4398070570924233,5.052412843485854,16.925787354780937,,,,
2025-10-10 00:12:00,120.69879386542942,93.65456235248786,2.827242889455775,-7.291201268704853,27.044231512941565,,,,
2025-10-10 00:13:00,119.5963619873145,101.01228790972402,-1.1024318781149276,7.357725557236165,18.584074077590472,,,,
2025-10-10 00:14:00,121.71080482412802,104.84423231201757,2.1144428368135237,3.8319444022935443,16.86657251211045,,,,
2025-10-10 00:15:00,119.53717584536976,100.00542017658951,-2.1736289787582592,-4.838812135428057,19.53175566878025,,,,
2025-10-10 00:16:00,119.89386890496773,98.83037578601564,0.3566930595979727,-1.1750443905738734,21.063493118952096,,,,
2025-10-10 00:17:00,118.17087393750315,103.48702963044495,-1.7229949674645866,4.656653844429314,14.683844307058195,,,,
2025-10-10 00:18:00,120.2035239973106,99.00378769660536,2.0326500598074517,-4.483241933839594,21.19973630070524,,,,
2025-10-10 00:19:00,119.23830375737707,103.32677943317103,-0.9652202399335295,4.322991736565669,15.911524324206042,,,,
2025-10-10 00:20:00,119.68523633560393,99.07249989824568,0.44693257822686405,-4.254279534925345,20.61273643735825,,,,
2025-10-10 00:21:00,118.5205429672395,97.8744277922194,-1.164693368364425,-1.198072106026288,20.646115175020114,,,,
2025-10-10 00:22:00,121.57444941861843,101.52035006342057,3.0539064513789214,3.6459222712011723,20.054099355197863,,,,
